# Ping pong run at Thu Feb 29 18:57:50 2024
# Data Size 128
# Processor 0 with MPI name: lac-294
# Processor 1 with MPI name: lac-295
# iteration, total time taken
1,  0.000197125
2,  0.000148807
3,  0.000145721
4,  0.000144929
5,  0.000127411
6,  0.000144041
7,  0.000142796
8,  0.000145097
9,  0.000157484
10,  0.000150227
11,  0.000145188
12,  0.0001118
13,  0.000126271
14,  0.000125897
15,  0.000128438
16,  0.000145774
17,  0.000132139
18,  0.000148881
19,  0.000145286
20,  0.000161584
21,  0.000130611
22,  0.000144253
23,  0.00013031
24,  0.000146435
25,  0.0001375
26,  0.000165767
27,  0.000151998
28,  0.000173657
29,  0.000163333
30,  0.000145493
31,  0.000146396
32,  0.00016458
33,  0.000145362
34,  0.000137809
35,  0.000164691
36,  0.000145187
37,  0.000145268
38,  0.000110857
39,  0.000108808
40,  0.000110929
41,  0.000110874
42,  0.000110972
43,  0.000109741
44,  0.000109183
45,  0.000107847
46,  0.000119815
47,  0.000123742
48,  0.000156842
49,  0.000144498
50,  0.000147126
51,  0.000111867
52,  0.000141723
53,  0.000144508
54,  0.000108941
55,  0.000146662
56,  0.000145501
57,  0.000111085
58,  0.000110053
59,  0.000110076
60,  0.000115712
61,  0.000107957
62,  0.00011015
63,  0.000105749
64,  0.000109091
65,  0.000109324
66,  0.000107908
67,  0.000108223
68,  0.000110342
69,  0.00010841
70,  0.000109485
71,  0.000122596
72,  0.000111663
73,  0.000127254
74,  0.000117085
75,  0.000110946
76,  0.000109337
77,  0.000109715
78,  0.000112142
79,  0.000108904
80,  0.000109564
81,  0.000107715
82,  0.000128196
83,  0.000123825
84,  0.000108097
85,  0.000107862
86,  0.000107393
87,  0.000108938
88,  0.000110617
89,  0.000109982
90,  0.000109169
91,  0.000107851
92,  0.000107516
93,  0.000106779
94,  0.000107092
95,  0.000112309
96,  0.00010927
97,  0.000110921
98,  0.000107222
99,  0.000105867
100,  0.00010836
