# Ping pong run at Tue Mar 12 10:49:38 2024
# Data Size 128
# iteration, total time takenac-361
# Processor 1 with MPI name: lac-421
# iteration, total time taken
1,  0.00318075
2,  0.000201774
3,  0.00020053
4,  0.000166772
5,  0.00021705
6,  0.000197697
7,  0.000188463
8,  0.000193334
9,  0.000216662
10,  0.000178956
11,  0.000169773
12,  0.000197808
13,  0.000196227
14,  0.000215789
15,  0.000191303
16,  0.00020929
17,  0.00017568
18,  0.000199288
19,  0.000200769
20,  0.000187997
21,  0.000245045
22,  0.000204491
23,  0.000212091
24,  0.000231645
25,  0.000197469
26,  0.000188001
27,  0.00020638
28,  0.000207165
29,  0.000205928
30,  0.000203601
31,  0.000193276
32,  0.000198604
33,  0.000200534
34,  0.000210087
35,  0.000198973
36,  0.000196938
37,  0.000193872
38,  0.000196727
39,  0.000197724
40,  0.000168678
41,  0.000205434
42,  0.000192046
43,  0.000195062
44,  0.000195253
45,  0.000186496
46,  0.000178052
47,  0.000188669
48,  0.000183095
49,  0.000194599
50,  0.000218984
51,  0.000175564
52,  0.000186875
53,  0.000194293
54,  0.000195092
55,  0.000174092
56,  0.000177905
57,  0.000206388
58,  0.000177656
59,  0.000187326
60,  0.000190738
61,  0.000189498
62,  0.000197317
63,  0.000216262
64,  0.000195808
65,  0.000189215
66,  0.000196624
67,  0.000202348
68,  0.000171737
69,  0.000184382
70,  0.000205887
71,  0.000224069
72,  0.000198063
73,  0.000189244
74,  0.000220196
75,  0.000187921
76,  0.000189349
77,  0.000169166
78,  0.00016832
79,  0.00019814
80,  0.000193015
81,  0.000169695
82,  0.000207169
83,  0.00020723
84,  0.000199554
85,  0.00022852
86,  0.000188967
87,  0.000187855
88,  0.000190185
89,  0.000181886
90,  0.000193338
91,  0.000187105
92,  0.000194834
93,  0.000183677
94,  0.000192669
95,  0.000193947
96,  0.000190622
97,  0.000206502
98,  0.000198823
99,  0.000211241
100,  0.000202307
