# Ping pong run at Tue Mar 12 10:49:42 2024
# Data Size 512
# iteration, total time taken
ac-361
# Processor 1 with MPI name: lac-421
# iteration, total time taken
1,  0.00292743
2,  0.000239468
3,  0.000258124
4,  0.000225761
5,  0.000218853
6,  0.000218198
7,  0.000252533
8,  0.000216209
9,  0.000223915
10,  0.000199764
11,  0.000227831
12,  0.000233565
13,  0.000216826
14,  0.000229821
15,  0.000218596
16,  0.000186606
17,  0.000210906
18,  0.000229141
19,  0.000179933
20,  0.000216438
21,  0.000206651
22,  0.000208618
23,  0.000220798
24,  0.000167822
25,  0.000224698
26,  0.000197205
27,  0.000168903
28,  0.000162742
29,  0.000194203
30,  0.000211165
31,  0.000182153
32,  0.000166348
33,  0.000161465
34,  0.000180793
35,  0.000180863
36,  0.000180813
37,  0.000203037
38,  0.000238382
39,  0.000223585
40,  0.000214057
41,  0.000215639
42,  0.000220715
43,  0.000215333
44,  0.000214846
45,  0.000229821
46,  0.000208283
47,  0.000237191
48,  0.000219044
49,  0.000216969
50,  0.000225007
51,  0.000211298
52,  0.000148169
53,  0.000184182
54,  0.000211879
55,  0.00018614
56,  0.000195093
57,  0.000221531
58,  0.000201911
59,  0.000212912
60,  0.000226192
61,  0.000216703
62,  0.00018503
63,  0.00019727
64,  0.000180061
65,  0.000163217
66,  0.000194678
67,  0.000215513
68,  0.000186075
69,  0.000197033
70,  0.000162493
71,  0.000195451
72,  0.000194033
73,  0.000181786
74,  0.000196054
75,  0.000191173
76,  0.000167591
77,  0.000195191
78,  0.000215737
79,  0.000189831
80,  0.000196465
81,  0.000171091
82,  0.000203081
83,  0.000193314
84,  0.000206063
85,  0.000197027
86,  0.000217619
87,  0.000217542
88,  0.000183075
89,  0.000225243
90,  0.000218602
91,  0.000217529
92,  0.000193221
93,  0.000202415
94,  0.000176161
95,  0.000173709
96,  0.000223275
97,  0.000203061
98,  0.000195538
99,  0.000187033
100,  0.000180508
