# Ping pong run at Tue Mar 12 10:49:23 2024
# Data Size 4
# Processor 0 with MPI name: lac-361
# Processor 1 with MPI name: lac-421
# iteration, total time taken
1,  0.000207848
2,  0.000129798
3,  0.000176976
4,  0.000164702
5,  0.000127228
6,  0.000171628
7,  0.000160833
8,  0.000116184
9,  0.000129774
10,  0.000158248
11,  0.000162916
12,  0.000116601
13,  0.000178207
14,  0.000154731
15,  0.000158329
16,  0.000114117
17,  0.000154573
18,  0.000161552
19,  0.000154751
20,  0.000153969
21,  0.000157518
22,  0.000166318
23,  0.000173755
24,  0.000123552
25,  0.000143062
26,  0.000161544
27,  0.000162894
28,  0.000169213
29,  0.000120305
30,  0.000159031
31,  0.000191657
32,  0.000157986
33,  0.000162947
34,  0.00016212
35,  0.000163914
36,  0.000162724
37,  0.000158787
38,  0.000159551
39,  0.000136143
40,  0.000138974
41,  0.000143526
42,  0.000149612
43,  0.000134918
44,  0.0001351
45,  0.000148157
46,  0.000129278
47,  0.000160663
48,  0.000156838
49,  0.00015593
50,  0.000153994
51,  0.000154818
52,  0.000161845
53,  0.00016263
54,  0.000164181
55,  0.000166234
56,  0.000189255
57,  0.000154358
58,  0.000150691
59,  0.000158564
60,  0.000152447
61,  0.00011625
62,  0.000134403
63,  0.000133861
64,  0.0001343
65,  0.00015594
66,  0.000130231
67,  0.000135288
68,  0.000136449
69,  0.000137324
70,  0.000158509
71,  0.000159216
72,  0.000163581
73,  0.000153631
74,  0.000156417
75,  0.000158979
76,  0.000159496
77,  0.000155415
78,  0.000152241
79,  0.0001536
80,  0.000157353
81,  0.000157558
82,  0.000173453
83,  0.000176566
84,  0.000165493
85,  0.00016333
86,  0.000151143
87,  0.000170616
88,  0.000157194
89,  0.000155139
90,  0.000176497
91,  0.000168723
92,  0.000157353
93,  0.000134313
94,  0.000147268
95,  0.000135005
96,  0.000136951
97,  0.000135432
98,  0.000130618
99,  0.000132753
100,  0.000136507
